order_item_id,order_id,product_id,quantity,unit_price
1151,383,10,2,65.9
1152,384,12,1,36.63
1153,384,17,1,152.5
1154,384,25,1,184.65
1155,385,35,2,170.97
1156,386,16,3,122.65
1157,386,13,3,60.38
1158,386,6,1,120.49
1159,387,17,3,152.5
1160,387,18,2,190.22
1161,388,12,1,36.63
1162,389,9,2,135.83
1163,390,18,1,190.22
1164,390,33,3,168.79
1165,391,12,2,36.63
1166,391,13,3,60.38
1167,391,24,2,100.68
1168,391,15,2,189.37
1169,391,19,2,145.14
1170,392,9,3,135.83
1171,392,7,3,163.37
1172,392,5,1,120.44
1173,393,23,1,161.52
1174,393,1,1,26.83
1175,394,5,2,120.44
1176,394,8,2,63.29
1177,394,15,1,189.37
1178,394,17,3,152.5
1179,395,23,3,161.52
1180,395,3,2,124.0
1181,395,15,1,189.37
1182,395,35,2,170.97
1183,396,15,1,189.37
1184,397,30,2,171.93
1185,397,8,2,63.29
1186,397,10,3,65.9
1187,398,9,3,135.83
1188,398,19,3,145.14
1189,398,19,3,145.14
1190,398,33,3,168.79
1191,399,12,1,36.63
1192,399,28,1,28.16
1193,400,19,2,145.14
1194,400,7,2,163.37
1195,400,4,3,75.68
1196,401,26,1,68.11
1197,402,5,2,120.44
1198,402,11,1,178.64
1199,403,31,3,61.04
1200,403,4,1,75.68
1201,404,2,2,102.3
1202,404,6,2,120.49
1203,405,30,1,171.93
1204,405,26,2,68.11
1205,406,8,1,63.29
1206,407,14,2,128.8
1207,407,25,2,184.65
1208,407,6,2,120.49
1209,407,22,2,40.18
1210,407,13,2,60.38
1211,408,13,3,60.38
1212,408,31,2,61.04
1213,408,12,1,36.63
1214,408,6,3,120.49
1215,409,12,2,36.63
1216,409,14,1,128.8
1217,409,2,1,102.3
1218,409,13,1,60.38
1219,409,14,2,128.8
1220,410,10,3,65.9
1221,410,5,2,120.44
1222,410,19,2,145.14
1223,411,19,3,145.14
1224,411,17,3,152.5
1225,412,21,3,160.96
1226,412,2,2,102.3
1227,412,18,2,190.22
1228,413,12,1,36.63
1229,413,22,2,40.18
1230,413,3,3,124.0
1231,413,4,1,75.68
1232,414,26,3,68.11
1233,414,5,3,120.44
1234,414,23,1,161.52
1235,415,34,2,95.26
1236,415,9,1,135.83
1237,415,5,3,120.44
1238,415,2,2,102.3
1239,416,5,3,120.44
1240,417,31,3,61.04
1241,417,5,3,120.44
1242,417,27,2,46.32
1243,417,16,3,122.65
1244,418,30,1,171.93
1245,418,21,3,160.96
1246,418,1,3,26.83
1247,419,9,1,135.83
1248,419,32,3,34.61
1249,420,23,2,161.52
1250,421,29,1,10.26
1251,421,13,2,60.38
1252,421,4,3,75.68
1253,421,23,1,161.52
1254,421,1,1,26.83
1255,422,33,3,168.79
1256,423,15,1,189.37
1257,423,17,1,152.5
1258,423,32,3,34.61
1259,423,11,2,178.64
1260,424,17,1,152.5
1261,424,12,3,36.63
1262,424,18,3,190.22
1263,424,21,2,160.96
1264,424,9,3,135.83
1265,425,15,1,189.37
1266,425,21,1,160.96
1267,425,22,3,40.18
1268,426,5,3,120.44
1269,426,31,1,61.04
1270,426,20,2,39.89
1271,427,28,3,28.16
1272,427,35,1,170.97
1273,427,18,1,190.22
1274,427,1,3,26.83
1275,427,8,2,63.29
1276,428,30,1,171.93
1277,428,13,1,60.38
1278,428,25,3,184.65
1279,429,15,1,189.37
1280,429,16,2,122.65
1281,429,30,2,171.93
1282,430,10,2,65.9
1283,430,10,2,65.9
1284,430,27,1,46.32
1285,430,33,1,168.79
1286,430,2,2,102.3
1287,431,24,3,100.68
1288,431,23,1,161.52
1289,431,22,3,40.18
1290,432,25,2,184.65
1291,432,10,3,65.9
1292,432,12,3,36.63
1293,433,30,1,171.93
1294,433,30,2,171.93
1295,433,4,1,75.68
1296,433,1,2,26.83
1297,433,18,3,190.22
1298,434,23,2,161.52
1299,434,15,2,189.37
1300,434,30,2,171.93
1301,434,23,3,161.52
1302,434,18,1,190.22
1303,435,28,3,28.16
1304,435,13,2,60.38
1305,435,16,2,122.65
1306,435,33,3,168.79
1307,435,13,1,60.38
1308,436,4,1,75.68
1309,436,31,2,61.04
1310,436,21,2,160.96
1311,436,13,3,60.38
1312,437,24,3,100.68
1313,437,11,3,178.64
1314,437,21,1,160.96
1315,437,31,3,61.04
1316,438,28,1,28.16
1317,438,24,2,100.68
1318,438,31,1,61.04
1319,438,24,3,100.68
1320,439,20,2,39.89
1321,440,4,2,75.68
1322,440,14,3,128.8
1323,440,4,3,75.68
1324,441,13,3,60.38
1325,441,14,2,128.8
1326,442,35,2,170.97
1327,442,9,1,135.83
1328,442,25,3,184.65
1329,442,17,1,152.5
1330,442,11,2,178.64
1331,443,14,2,128.8
1332,443,25,3,184.65
1333,443,31,1,61.04
1334,443,11,1,178.64
1335,444,10,1,65.9
1336,444,32,1,34.61
1337,444,23,1,161.52
1338,444,19,3,145.14
1339,444,12,2,36.63
1340,445,13,1,60.38
1341,446,9,1,135.83
1342,446,23,1,161.52
1343,446,18,2,190.22
1344,446,25,2,184.65
1345,446,26,1,68.11
1346,447,2,2,102.3
1347,447,3,1,124.0
1348,447,19,3,145.14
1349,447,28,2,28.16
1350,448,35,2,170.97
1351,448,28,2,28.16
1352,448,24,1,100.68
1353,449,20,2,39.89
1354,449,19,3,145.14
1355,449,10,3,65.9
1356,449,10,1,65.9
1357,449,23,2,161.52
1358,450,15,2,189.37
1359,450,20,2,39.89
1360,450,15,2,189.37
1361,450,2,2,102.3
1362,451,4,1,75.68
1363,451,4,1,75.68
1364,451,34,3,95.26
1365,451,12,1,36.63
1366,452,17,1,152.5
1367,452,32,1,34.61
1368,452,29,1,10.26
1369,452,23,2,161.52
1370,453,9,2,135.83
1371,453,1,1,26.83
1372,453,26,2,68.11
1373,453,17,3,152.5
1374,453,13,2,60.38
1375,454,13,1,60.38
1376,454,8,3,63.29
1377,455,13,2,60.38
1378,455,20,2,39.89
1379,455,2,2,102.3
1380,456,21,2,160.96
1381,456,10,3,65.9
1382,457,32,2,34.61
1383,458,5,3,120.44
1384,458,30,1,171.93
1385,458,30,1,171.93
1386,458,26,3,68.11
1387,458,10,2,65.9
1388,459,31,3,61.04
1389,459,15,1,189.37
1390,459,19,3,145.14
1391,459,22,2,40.18
1392,460,17,1,152.5
1393,460,9,2,135.83
1394,461,5,1,120.44
1395,461,27,3,46.32
1396,462,34,2,95.26
1397,463,3,2,124.0
1398,463,13,1,60.38
1399,463,16,1,122.65
1400,463,35,3,170.97
1401,463,9,2,135.83
1402,464,25,3,184.65
1403,464,8,3,63.29
1404,464,20,2,39.89
1405,464,19,1,145.14
1406,465,16,3,122.65
1407,465,35,1,170.97
1408,465,8,1,63.29
1409,465,21,1,160.96
1410,465,24,1,100.68
1411,466,24,3,100.68
1412,467,31,1,61.04
1413,468,23,1,161.52
1414,468,18,3,190.22
1415,468,23,1,161.52
1416,468,21,1,160.96
1417,468,30,2,171.93
1418,469,30,3,171.93
1419,469,25,3,184.65
1420,469,31,3,61.04
1421,469,32,1,34.61
1422,469,4,2,75.68
1423,470,18,2,190.22
1424,470,12,3,36.63
1425,470,12,2,36.63
1426,470,5,3,120.44
1427,470,8,3,63.29
1428,471,6,2,120.49
1429,471,16,1,122.65
1430,471,17,1,152.5
1431,471,18,1,190.22
1432,471,2,3,102.3
1433,472,6,3,120.49
1434,472,10,1,65.9
1435,472,9,2,135.83
1436,473,31,2,61.04
1437,473,6,2,120.49
1438,473,11,1,178.64
1439,474,31,2,61.04
1440,474,25,3,184.65
1441,474,23,1,161.52
1442,474,19,3,145.14
1443,474,17,1,152.5
1444,475,28,1,28.16
1445,475,6,1,120.49
1446,475,31,2,61.04
1447,475,11,1,178.64
1448,475,5,1,120.44
1449,476,21,3,160.96
1450,476,16,3,122.65
1451,476,27,3,46.32
1452,476,22,3,40.18
1453,476,9,1,135.83
1454,477,35,3,170.97
1455,477,23,3,161.52
1456,477,24,3,100.68
1457,477,24,2,100.68
1458,478,19,3,145.14
1459,478,20,3,39.89
1460,478,19,1,145.14
1461,478,35,3,170.97
1462,478,2,3,102.3
1463,479,35,1,170.97
1464,480,19,1,145.14
1465,480,33,2,168.79
1466,480,34,1,95.26
1467,480,4,2,75.68
1468,480,14,3,128.8
1469,481,6,3,120.49
1470,481,29,2,10.26
1471,481,1,2,26.83
1472,481,6,2,120.49
1473,482,4,1,75.68
1474,482,30,1,171.93
1475,482,19,1,145.14
1476,482,35,3,170.97
1477,483,35,3,170.97
1478,483,21,2,160.96
1479,484,7,2,163.37
1480,485,20,2,39.89
1481,486,5,3,120.44
1482,487,2,1,102.3
1483,487,26,2,68.11
1484,488,35,2,170.97
1485,488,18,2,190.22
1486,488,4,3,75.68
1487,488,4,1,75.68
1488,488,20,2,39.89
1489,489,28,3,28.16
1490,489,16,2,122.65
1491,489,35,2,170.97
1492,489,26,3,68.11
1493,489,1,2,26.83
1494,490,4,3,75.68
1495,490,19,2,145.14
1496,490,5,2,120.44
1497,491,26,2,68.11
1498,491,12,1,36.63
1499,491,16,3,122.65
1500,491,5,1,120.44
1501,492,4,1,75.68
1502,492,13,2,60.38
1503,492,9,1,135.83
1504,493,6,1,120.49
1505,493,10,2,65.9
1506,493,29,1,10.26
1507,493,10,1,65.9
1508,494,2,1,102.3
1509,494,27,1,46.32
1510,494,26,1,68.11
1511,495,32,1,34.61
1512,496,33,3,168.79
1513,496,28,3,28.16
1514,496,10,1,65.9
1515,496,30,2,171.93
1516,497,1,2,26.83
1517,497,9,1,135.83
1518,497,7,1,163.37
1519,497,12,1,36.63
1520,498,32,2,34.61
1521,498,5,2,120.44
1522,498,8,1,63.29
1523,498,18,3,190.22
1524,499,24,3,100.68
1525,500,31,1,61.04
1526,500,35,1,170.97
1527,500,25,2,184.65
1528,500,33,2,168.79
